설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,세부위치,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
이평보건진료소,전라남도,구례군,전라남도 구례군 산동면 이촌길 4,,35.2841068817,127.4151549921,접수처,전라남도 구례군청,061-781-5660,2024-08-12,4870000,전라남도 구례군
외산보건진료소,전라남도,구례군,전라남도 구례군 산동면 내온길 13,,35.2957330681,127.4259413465,접수처,전라남도 구례군청,061-782-8780,2024-08-12,4870000,전라남도 구례군
관산보건진료소,전라남도,구례군,전라남도 구례군 산동면 관산구산길 59-14,,35.31850387,127.4668609,접수처,전라남도 구례군청,061-782-9294,2024-08-12,4870000,전라남도 구례군
원달보건진료소,전라남도,구례군,전라남도 구례군 산동면 달전길 14,,35.3339234678,127.4511493691,접수처,전라남도 구례군청,061-783-1546,2024-08-12,4870000,전라남도 구례군
부산진구청,부산광역시,부산진구,부산광역시 부산진구 시민공원로 30,부산광역시 부산진구 부암동 666-16,35.1628306374,129.0531883038,구청 1층 안내데스크,부산광역시 부산진구,051-605-4464,2024-08-12,3290000,부산광역시 부산진구
부산진구 보건소,부산광역시,부산진구,부산광역시 부산진구 황령대로8번길 36,부산광역시 부산진구 범천동 849-10,35.1461171387,129.0597205600,보건소 2층 의약관리계,부산광역시 부산진구,051-605-4464,2024-08-12,3290000,부산광역시 부산진구
부전1동주민센터,부산광역시,부산진구,부산광역시 부산진구 범전로5번길 13,부산광역시 부산진구 부전동 25-1,35.1635130973,129.0630024302,민원실,부산광역시 부산진구,051-605-4464,2024-08-12,3290000,부산광역시 부산진구
부전2동주민센터,부산광역시,부산진구,부산광역시 부산진구 부전로20번길 13,부산광역시 부산진구 부전동 523-6,35.1526047906,129.0567936474,민원실,부산광역시 부산진구,051-605-4464,2024-08-12,3290000,부산광역시 부산진구
연지동주민센터,부산광역시,부산진구,부산광역시 부산진구 국악로 30,부산광역시 부산진구 연지동 238-9,35.1727755906,129.0528376228,민원실,부산광역시 부산진구,051-605-4464,2024-08-12,3290000,부산광역시 부산진구
화정주공아파트,울산광역시,동구,울산광역시 동구 월봉10길 16,울산광역시 동구 화정동 862-2,35.4942021830,129.4186647046,관리실 옆 주거복지실 구름다리 아래,울산광역시 방어진노,052-700-4135,2024-08-07,3710000,울산광역시 동구
초읍동주민센터,부산광역시,부산진구,부산광역시 부산진구 새싹로 284,부산광역시 부산진구 초읍동 291-38,35.1814534308,129.0473602115,민원실,부산광역시 부산진구,051-605-4464,2024-08-12,3290000,부산광역시 부산진구
양정1동주민센터,부산광역시,부산진구,부산광역시 부산진구 동평로406번길 38,부산광역시 부산진구 양정동 397-5,35.1721444882,129.0687233630,민원실,부산광역시 부산진구,051-605-4464,2024-08-12,3290000,부산광역시 부산진구
양정2동주민센터,부산광역시,부산진구,부산광역시 부산진구 양정로15번길 26,부산광역시 부산진구 양정동 52-2,35.1728733487,129.0757263390,민원실,부산광역시 부산진구,051-605-4464,2024-08-12,3290000,부산광역시 부산진구
전포1동주민센터,부산광역시,부산진구,부산광역시 부산진구 서전로68번길 75,부산광역시 부산진구 전포동 341-2,35.1543468014,129.0673912397,민원실,부산광역시 부산진구,051-605-4464,2024-08-12,3290000,부산광역시 부산진구
전포2동주민센터,부산광역시,부산진구,부산광역시 부산진구 동성로118번길 34,부산광역시 부산진구 전포동 175-26,35.1616987557,129.0662128853,민원실,부산광역시 부산진구,051-605-4464,2024-08-12,3290000,부산광역시 부산진구
부암1동주민센터,부산광역시,부산진구,부산광역시 부산진구 신천대로241번길 41,부산광역시 부산진구 부암동 226,35.1632872965,129.0485619345,민원실,부산광역시 부산진구,051-605-4464,2024-08-12,3290000,부산광역시 부산진구
부암3동주민센터,부산광역시,부산진구,부산광역시 부산진구 백양순환로110번길 25,부산광역시 부산진구 부암동 441-7,35.1690160659,129.0396531783,민원실,부산광역시 부산진구,051-605-4464,2024-08-12,3290000,부산광역시 부산진구
당감1동주민센터,부산광역시,부산진구,부산광역시 부산진구 동평로44번길 49-6,부산광역시 부산진구 당감동 375-1,35.1644462339,129.0356647793,민원실,부산광역시 부산진구,051-605-4464,2024-08-12,3290000,부산광역시 부산진구
당감2동주민센터,부산광역시,부산진구,부산광역시 부산진구 가야대로703번길 13,부산광역시 부산진구 당감동 71-7,35.1578759962,129.0478740439,민원실,부산광역시 부산진구,051-605-4464,2024-08-12,3290000,부산광역시 부산진구
당감4동주민센터,부산광역시,부산진구,부산광역시 부산진구 백양순환로 40,부산광역시 부산진구 당감동 696-1,35.1682222165,129.0334223392,민원실,부산광역시 부산진구,051-605-4464,2024-08-12,3290000,부산광역시 부산진구
가야1동주민센터,부산광역시,부산진구,부산광역시 부산진구 가야대로572번길 22,부산광역시 부산진구 가야동 296-1,35.1532452546,129.0342875099,민원실,부산광역시 부산진구,051-605-4464,2024-08-12,3290000,부산광역시 부산진구
가야2동주민센터,부산광역시,부산진구,부산광역시 부산진구 엄광로147번길 37,부산광역시 부산진구 가야동 519-1,35.1492023872,129.0318315036,민원실,부산광역시 부산진구,051-605-4464,2024-08-12,3290000,부산광역시 부산진구
개금1동주민센터,부산광역시,부산진구,부산광역시 부산진구 가야대로454번길 9,부산광역시 부산진구 개금동 503-18,35.1526905327,129.0219075693,민원실,부산광역시 부산진구,051-605-4464,2024-08-12,3290000,부산광역시 부산진구
개금2동주민센터,부산광역시,부산진구,부산광역시 부산진구 복지로 93,부산광역시 부산진구 개금동 633-5,35.1449069664,129.0195347385,민원실,부산광역시 부산진구,051-605-4464,2024-08-12,3290000,부산광역시 부산진구
개금3동주민센터,부산광역시,부산진구,부산광역시 부산진구 개금본동로 88,부산광역시 부산진구 개금동 428-8,35.1557635786,129.0219365562,민원실,부산광역시 부산진구,051-605-4464,2024-08-12,3290000,부산광역시 부산진구
범천1동주민센터,부산광역시,부산진구,부산광역시 부산진구 범일로192번길 21,부산광역시 부산진구 범천동 854-15,35.1470138889,129.0610077475,민원실,부산광역시 부산진구,051-605-4464,2024-08-12,3290000,부산광역시 부산진구
범천2동주민센터,부산광역시,부산진구,부산광역시 부산진구 신암로 48,부산광역시 부산진구 범천동 960-1,35.1465205220,129.0562081041,민원실,부산광역시 부산진구,051-605-4464,2024-08-12,3290000,부산광역시 부산진구
함평군보건소,전라남도,함평군,전라남도 함평군 중앙길 54-8,전라남도 함평군 함평읍 기각리 253,35.0623848,126.524329,보건소내1층,전라남도 함평군청,061-320-2443,2024-08-09,4960000,전라남도 함평군
부천시보건소,경기도,부천시,경기도 부천시 원미구 옥산로10번길 16,경기도 부천시 원미구 중동 1119,37.4942085,123.7810171,1층 정문,부천시보건소 건강정,032-625-4213,2024-08-05,3860000,경기도 부천시
소사보건소,경기도,부천시,경기도 부천시 소사구 경인옛로 73,경기도 부천시 소사구 소사본동 64,37.4802303,126.7999074,2층 입구,소사보건소 의약관리,032-625-9813,2024-08-05,3860000,경기도 부천시
오정보건소,경기도,부천시,경기도 부천시 오정구 성오로 172,경기도 부천시 오정구 오정동 129,37.5280532,126.7960424,1층,오정보건소 의약관리,032-625-9822,2024-08-05,3860000,경기도 부천시
새현대약국,경기도,부천시,경기도 부천시 원미구 역곡로 8 (역곡동),경기도 부천시 원미구 역곡동 82-10,37.4861119,126.8117531,1층,부천시보건소 건강정,032-625-4213,2024-08-05,3860000,경기도 부천시
드림약국,경기도,부천시,"경기도 부천시 원미구 길주로 219, 508호 (중동)",경기도 부천시 원미구 중동 1034-4,37.5047759,126.7667977,5층,부천시보건소 건강정,032-625-4213,2024-08-05,3860000,경기도 부천시
사랑약국,경기도,부천시,"경기도 부천시 원미구 중동로 326, 103호 (중동)",경기도 부천시 원미구 중동 1051-1,37.5087717,126.7699472,1층,부천시보건소 건강정,032-625-4213,2024-08-05,3860000,경기도 부천시
늘픔온누리약국,경기도,부천시,"경기도 부천시 원미구 소향로 51, 101호 (상동)",경기도 부천시 원미구 상동 542-6,37.5034852,126.7534919,1층,부천시보건소 건강정,032-625-4213,2024-08-05,3860000,경기도 부천시
상동제일약국,경기도,부천시,"경기도 부천시 원미구 조마루로 103, 105호 (상동)",경기도 부천시 원미구 상동 559-4,37.5004391,126.7552332,1층,부천시보건소 건강정,032-625-4213,2024-08-05,3860000,경기도 부천시
메디팜성모약국,경기도,부천시,경기도 부천시 원미구 부일로571번길 55 (소사동),경기도 부천시 원미구 소사동 5-42,37.486078,126.7916009,1층,부천시보건소 건강정,032-625-4213,2024-08-05,3860000,경기도 부천시
우리성모약국,경기도,부천시,경기도 부천시 원미구 부일로571번길 54 (소사동),경기도 부천시 원미구 소사동 10-6,37.4860416,126.7919667,1층,부천시보건소 건강정,032-625-4213,2024-08-05,3860000,경기도 부천시
사랑이꽃피는약국,경기도,부천시,"경기도 부천시 원미구 원미로97번길 32, 106호 (원미동)",경기도 부천시 원미구 원미동 121-7,37.4916706,126.78897,1층,부천시보건소 건강정,032-625-4213,2024-08-05,3860000,경기도 부천시
원미사랑약국,경기도,부천시,경기도 부천시 원미구 원미로 113 (원미동),경기도 부천시 원미구 원미동 95-6,37.4927997,126.7907019,1층,부천시보건소 건강정,032-625-4213,2024-08-05,3860000,경기도 부천시
뿌리약국,경기도,부천시,경기도 부천시 원미구 부천로 34 (심곡동),경기도 부천시 원미구 심곡동 164-3,37.4871612,126.7837311,1층,부천시보건소 건강정,032-625-4213,2024-08-05,3860000,경기도 부천시
원미쎈타약국,경기도,부천시,경기도 부천시 원미구 부천로 107 (심곡동),경기도 부천시 원미구 심곡동 93-13,37.493812,126.7846422,1층,부천시보건소 건강정,032-625-4213,2024-08-05,3860000,경기도 부천시
정약국,경기도,부천시,"경기도 부천시 원미구 소향로 246, 401호 (중동)",경기도 부천시 원미구 중동 1134,37.5002973,126.7751555,4층,부천시보건소 건강정,032-625-4213,2024-08-05,3860000,경기도 부천시
유원센터약국,경기도,부천시,"경기도 부천시 원미구 조마루로385번길 92, 127호 U1센터 (춘의동)",경기도 부천시 원미구 원미동 39-1,37.5008353,126.7901738,1층,부천시보건소 건강정,032-625-4213,2024-08-05,3860000,경기도 부천시
약사랑약국,경기도,부천시,"경기도 부천시 원미구 부천로 57-1, 101호(심곡동)",경기도 부천시 원미구 심곡동 355-8,37.4894958,126.7835798,1층,부천시보건소 건강정,032-625-4213,2024-08-05,3860000,경기도 부천시
늘봄약국,경기도,부천시,"경기도 부천시 소사구 옥길로 113, 105호 (옥길동)",경기도 부천시 소사구 옥길동 726-4,37.4673272,126.8220244,1층,소사보건소 의약관리,032-625-9813,2024-08-05,3860000,경기도 부천시
다사랑온누리약국,경기도,부천시,"경기도 부천시 소사구 범안로 31, 107호 (괴안동)",경기도 부천시 소사구 괴안동 89,37.4789802,126.8072626,1층,소사보건소 의약관리,032-625-9813,2024-08-05,3860000,경기도 부천시
희망약국,경기도,부천시,경기도 부천시 소사구 소사로 184 (소사본동),경기도 부천시 소사구 소사본동 184-6,37.4746195,126.7957881,1층,소사보건소 의약관리,032-625-9813,2024-08-05,3860000,경기도 부천시
김약국,경기도,부천시,경기도 부천시 소사구 호현로 444 (소사본동),경기도 부천시 소사구 소사본동 149-34,37.477308,126.7927711,1층,소사보건소 의약관리,032-625-9813,2024-08-05,3860000,경기도 부천시
지매약국,경기도,부천시,경기도 부천시 소사구 심곡로27번길 50 (심곡본동),경기도 부천시 소사구 심곡본동 655-23,37.4809639,126.7790253,1층,소사보건소 의약관리,032-625-9813,2024-08-05,3860000,경기도 부천시
성주약국,경기도,부천시,경기도 부천시 소사구 성주로 200 (심곡본동),경기도 부천시 소사구 심곡본동 639-24,37.4782799,126.7784301,1층,소사보건소 의약관리,032-625-9813,2024-08-05,3860000,경기도 부천시
송내온누리약국,경기도,부천시,경기도 부천시 소사구 경인로 126 (송내동),경기도 부천시 소사구 송내동 381-1,37.4838326,126.7693023,1층,소사보건소 의약관리,032-625-9813,2024-08-05,3860000,경기도 부천시
큰길세명약국,경기도,부천시,경기도 부천시 소사구 경인로 63 (송내동),경기도 부천시 소사구 송내동 366-6,37.4839526,126.7623653,1층,소사보건소 의약관리,032-625-9813,2024-08-05,3860000,경기도 부천시
메디팜새봄약국,경기도,부천시,경기도 부천시 소사구 은성로67번길 12 (소사본동),경기도 부천시 소사구 소사본동 424,37.4757337,126.7991534,1층,소사보건소 의약관리,032-625-9813,2024-08-05,3860000,경기도 부천시
나래약국,경기도,부천시,경기도 부천시 오정구 소사로 759 (원종동),경기도 부천시 오정구 원종동 227-1,37.5238397,126.8044942,1층,오정보건소 의약관리,032-625-9822,2024-08-05,3860000,경기도 부천시
메디팜큰약국,경기도,부천시,"경기도 부천시 오정구 소사로 758, 1층 (원종동)",경기도 부천시 오정구 원종동 280-15,37.5236743,126.805207,1층,오정보건소 의약관리,032-625-9822,2024-08-05,3860000,경기도 부천시
셀메드단골약국,경기도,부천시,"경기도 부천시 오정구 소사로 758, 103호 (원종동)",경기도 부천시 오정구 원종동 280-15,37.5236743,126.805207,1층,오정보건소 의약관리,032-625-9822,2024-08-05,3860000,경기도 부천시
대은약국,경기도,부천시,경기도 부천시 오정구 소사로808번길 6 (원종동),경기도 부천시 오정구 원종동 231,37.5280106,126.8051818,1층,오정보건소 의약관리,032-625-9822,2024-08-05,3860000,경기도 부천시
아름다운약국,경기도,부천시,"경기도 부천시 오정구 성곡로 77, 1층 (여월동)",경기도 부천시 오정구 여월동 5-29,37.5198065,126.7964858,1층,오정보건소 의약관리,032-625-9822,2024-08-05,3860000,경기도 부천시
오대문약국,경기도,부천시,경기도 부천시 오정구 소사로 706 (원종동),경기도 부천시 오정구 원종동 372-5,37.5188205,126.8051923,1층,오정보건소 의약관리,032-625-9822,2024-08-05,3860000,경기도 부천시
큰마을약국,경기도,부천시,경기도 부천시 오정구 역곡로 474 (고강동),경기도 부천시 오정구 고강동 347-4,37.5268328,126.8164075,1층,오정보건소 의약관리,032-625-9822,2024-08-05,3860000,경기도 부천시
검단스마일약국,인천광역시,서구,"인천광역시 서구 발산로 17, 메가타워 106호 (원당동)",,37.5928625134,126.7102455117,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
검단참사랑약국,인천광역시,서구,"인천광역시 서구 이음대로 388, ABM타워 112,113호 (원당동)",,37.5930452493,126.7126961572,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
지웰2층약국,인천광역시,서구,"인천광역시 서구 가정로 406, A동 224호 (가정동, 루원지웰시티푸르지오)",,37.5219556542,126.6765081795,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
인천아라약국,인천광역시,서구,"인천광역시 서구 서로3로 104, 신화프라자 102호 (당하동)",,37.5888721949,126.7076857995,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
탑스타약국,인천광역시,서구,"인천광역시 서구 청마로7번길 6, 1층 일부호 (당하동)",,37.5929357635,126.6709070177,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
더조은약국,인천광역시,서구,"인천광역시 서구 원당대로 856, 마크포레스트 어반 B102호 (당하동)",,37.5932988269,126.6965835762,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
검단센트럴약국,인천광역시,서구,"인천광역시 서구 이음3로 149, 위너스프라자 104호 (당하동)",,37.5889107636,126.708422288,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
수린온누리약국,인천광역시,서구,"인천광역시 서구 크리스탈로102번길 8-12, 수린빌딩 102,103호 (청라동)",,37.5333301484,126.6378730895,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
루원봄약국,인천광역시,서구,"인천광역시 서구 봉오대로 255, 104,105호 (가정동)",,37.5219556542,126.6765081795,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
365검단우리약국,인천광역시,서구,"인천광역시 서구 발산로5번길 12, 인천검단 엔젤리움1차 윈팰리스 107호 (원당동)",,37.5933800976,126.7113162223,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
영양군보건소,경상북도,영양군,경상북도 영양군 영양읍 동서대로 82,경상북도 영양군 영양읍 동부리 164-1,36.6619458769,129.1180639278,,경상북도 영양군청,054-680-5195,2024-07-23,5170000,경상북도 영양군
가회면 보건지소,경상남도,합천군,경상남도 합천군 가회면 황매산로 58-12,,35.43670934,128.0344404,지소 내,합천군보건소,055-930-4043,2025-07-23,5480000,경상남도 합천군
대병면 보건지소,경상남도,합천군,경상남도 합천군 대병면 신성동길 21,,35.52130069,128.0145876,지소 내,합천군보건소,055-930-4043,2025-07-23,5480000,경상남도 합천군
용주면 보건지소,경상남도,합천군,경상남도 합천군 용주면 황계폭포로 1154-1,,35.54041034,128.1136921,지소 내,합천군보건소,055-930-4043,2025-07-23,5480000,경상남도 합천군
동산약국,경상남도,합천군,경상남도 합천군 초계면 초계중앙로 53,,35.55926937,128.2658685,약국 내,합천군보건소,055-930-4043,2025-07-23,5480000,경상남도 합천군
수강약국,경상남도,합천군,경상남도 합천군 초계면 초계중앙로 86,,35.55882864,128.2694851,약국 내,합천군보건소,055-930-4043,2025-07-23,5480000,경상남도 합천군
가야산약국,경상남도,합천군,경상남도 합천군 가야면 황산3길 6,,35.76151718,128.1385603,약국 내,합천군보건소,055-930-4043,2025-07-23,5480000,경상남도 합천군
시장약국,경상남도,합천군,경상남도 합천군 삼가면 삼가중앙길 25-1,,35.41357535,128.1222652,약국 내,합천군보건소,055-930-4043,2025-07-23,5480000,경상남도 합천군
새우리약국,경상남도,합천군,경상남도 합천군 삼가면 삼가중앙길 25-2,,35.41362936,128.1223424,약국 내,합천군보건소,055-930-4043,2025-07-23,5480000,경상남도 합천군
백중약국,경상남도,합천군,경상남도 합천군 삼가면 일부4길 21-1,,35.41281858,128.1218677,약국 내,합천군보건소,055-930-4043,2025-07-23,5480000,경상남도 합천군
동일약국,경상남도,합천군,경상남도 합천군 야로면 가야산로 351-1,,35.70577414,128.1689195,약국 내,합천군보건소,055-930-4043,2025-07-23,5480000,경상남도 합천군
삼성온누리약국,경상남도,합천군,경상남도 합천군 합천읍 대야로 880-8,,35.56675396,128.1635721,약국 내,합천군보건소,055-930-4043,2025-07-23,5480000,경상남도 합천군
청라천사약국,인천광역시,서구,"인천광역시 서구 청라커낼로288번길 10, 더스페이스타워 112호 (청라동)",,37.5338732125,126.6456661611,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
청라큰사랑약국,인천광역시,서구,"인천광역시 서구 청라에메랄드로 79, B12, B13호 (청라동)",,37.5323372934,126.6556908819,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
태평양약국,인천광역시,서구,"인천광역시 서구 푸른로 3, 104호 (경서동)",,37.5253003939,126.6297719523,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
튼튼한약국,인천광역시,서구,"인천광역시 서구 이음대로 479, 104호 (당하동)",,37.5848088283,126.7128172852,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
하나온누리약국,인천광역시,서구,"인천광역시 서구 가정로 309, 1층 (석남동)",,37.5124068164,126.672406369,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
하동약국,인천광역시,서구,인천광역시 서구 승학로483번길 18-6(검암동),,37.5647763952,126.6718701964,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
한사랑약국,인천광역시,서구,인천광역시 서구 서곶로 281 (심곡동),,37.5426257711,126.6763671792,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
해미약국,인천광역시,서구,"인천광역시 서구 가정로 123, 명성프라자 107호 (가좌동)",,37.4957206339,126.6712739215,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
행복온누리약국,인천광역시,서구,"인천광역시 서구 솔빛로 24, 101, 102호 (청라동)",,37.5237031105,126.6240689681,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
호수약국,인천광역시,서구,"인천광역시 서구 크리스탈로 78, 105호 (경서동, 엘림존)",,37.5320488305,126.6369012118,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
휴베이스퍼스트약국,인천광역시,서구,"인천광역시 서구 이음5로 80, 108호 (원당동)",,37.5952466401,126.7163241861,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
희망약국,인천광역시,서구,"인천광역시 서구 가정로 140, 103호 (가좌동)",,37.4971437825,126.6719598756,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
다나은약국,인천광역시,서구,"인천광역시 서구 원적로 15, 가동 101호 (가좌동, 삼화연립)",,37.4885299742,126.6793309348,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
다온약국,인천광역시,서구,"인천광역시 서구 발산로 23, 다온프라자2차 101호,102호 (원당동)",,37.5928941614,126.7106113561,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
으뜸약국,인천광역시,서구,인천광역시 서구 한중로 10,,37.5778169,126.673640,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
다인약국,인천광역시,서구,"인천광역시 서구 가정로 451, 벨라미센텀시티 1동 1층 160호,161호 (가정동)",,37.5219556542,126.6765081795,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
아라한별약국,인천광역시,서구,"인천광역시 서구 서로3로 198, 103호 (원당동)",,37.5973676943,126.7078913603,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
봄빛약국,인천광역시,서구,"인천광역시 서구 이음1로 377, 검단 눈담봄 101 1층 101호 (원당동)",,37.5941938928,126.7170933031,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
레몬약국,인천광역시,서구,"인천광역시 서구 검단로 480, 검단리치웰프라자 115호 (왕길동)",,37.60180033,126.6576121,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
루원온누리약국,인천광역시,서구,"인천광역시 서구 서곶로 45, B068호 (가정동, 루원 린스트라우스 더 린시티)",,37.5219556542,126.6765081795,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
가연약국,인천광역시,서구,"인천광역시 서구 거북로 17, 인천테크피아 가동 113 일부호 (석남동)",,37.503684121,126.6639969912,약국 내부,인천광역시 서구보건,032-718-0425,2025-07-11,3560000,인천광역시 서구
일월보건지소,경상북도,영양군,경상북도 영양군 일월면 영양로 2405,경상북도 영양군 일월면 도계리 708-2,36.7022071062,129.1272019106,,경상북도 영양군청,054-680-5195,2024-07-23,5170000,경상북도 영양군
수비보건지소,경상북도,영양군,경상북도 영양군 수비면 한티로 479-5,경상북도 영양군 수비면 발리리 335-1,36.7662050192,129.2001396201,,경상북도 영양군청,054-680-5195,2024-07-23,5170000,경상북도 영양군
청기보건지소,경상북도,영양군,경상북도 영양군 청기면 청기2길 2,경상북도 영양군 청기면 청기리 758-5,36.6605860074,129.0633662117,,경상북도 영양군청,054-680-5195,2024-07-23,5170000,경상북도 영양군
석보보건지소,경상북도,영양군,경상북도 영양군 석보면 두들마을길 51,경상북도 영양군 석보면 원리리 304-15,36.5599201189,129.1262903024,,경상북도 영양군청,054-680-5195,2024-07-23,5170000,경상북도 영양군
입암보건지소,경상북도,영양군,경상북도 영양군 입암면 조기리길 18,경상북도 영양군 입암면 신구리 480-3,36.5941833550,129.0903635376,,경상북도 영양군청,054-680-5195,2024-07-23,5170000,경상북도 영양군
대천보건진료소,경상북도,영양군,경상북도 영양군 입암면 선바위로 460,경상북도 영양군 입암면 대천리 194-3,36.6219513366,129.0420593592,,경상북도 영양군청,054-680-5195,2024-07-23,5170000,경상북도 영양군
송하보건진료소,경상북도,영양군,경상북도 영양군 수비면 가천로 629,경상북도 영양군 수비면 송하리 369-11,36.7009842413,129.1938958651,,경상북도 영양군청,054-680-5195,2024-07-23,5170000,경상북도 영양군
무창보건진료소,경상북도,영양군,경상북도 영양군 영양읍 화무로 1988,경상북도 영양군 영양읍 무창리 584,36.6315015700,129.2006999152,,경상북도 영양군청,054-680-5195,2024-07-23,5170000,경상북도 영양군
수하보건진료소,경상북도,영양군,경상북도 영양군 수비면 낙동정맥로 3457,경상북도 영양군 수비면 수하리 388-1,36.8276532055,129.2590123790,,경상북도 영양군청,054-680-5195,2024-07-23,5170000,경상북도 영양군
용화보건진료소,경상북도,영양군,경상북도 영양군 일월면 영양로 3773,경상북도 영양군 일월면 용화리 225-1,36.7890222700,129.1502843672,,경상북도 영양군청,054-680-5195,2024-07-23,5170000,경상북도 영양군
당리보건진료소,경상북도,영양군,경상북도 영양군 청기면 재일로 1377-3,경상북도 영양군 청기면 당리 649-15,36.7558036167,129.0527500315,,경상북도 영양군청,054-680-5195,2024-07-23,5170000,경상북도 영양군
상청보건진료소,경상북도,영양군,경상북도 영양군 청기면 청기로 553,경상북도 영양군 청기면 저리 158-11,36.6353128665,129.0648448360,,경상북도 영양군청,054-680-5195,2024-07-23,5170000,경상북도 영양군
화매보건진료소,경상북도,영양군,경상북도 영양군 석보면 석보로 1189,경상북도 영양군 석보면 화매리 777-3,36.5150033895,129.1809805492,,경상북도 영양군청,054-680-5195,2024-07-23,5170000,경상북도 영양군
명성약국,경상북도,영양군,경상북도 영양군 영양읍 동서대로 76-1,경상북도 영양군 영양읍 서부리 100-2,36.6621763671,129.1173736577,,경상북도 영양군청,054-680-5195,2024-07-23,5170000,경상북도 영양군
일월산약국,경상북도,영양군,경상북도 영양군 영양읍 동서대로 78,경상북도 영양군 영양읍 서부리 100-11,36.6622018571,129.1175918652,,경상북도 영양군청,054-680-5195,2024-07-23,5170000,경상북도 영양군
보성약국,경상북도,영양군,경상북도 영양군 입암면 입암로 130-1,경상북도 영양군 입암면 신구리 435-16,36.5964543037,129.0891841122,,경상북도 영양군청,054-680-5195,2024-07-23,5170000,경상북도 영양군
보건약국,경상북도,영양군,경상북도 영양군 영양읍 동서대로 62,경상북도 영양군 영양읍 서부리 108-7,36.6623294259,129.1157781227,,경상북도 영양군청,054-680-5195,2024-07-23,5170000,경상북도 영양군
영양읍행정복지센터,경상북도,영양군,경상북도 영양군 영양읍 군청길 53,경상북도 영양군 영양읍 동부리 550-10,36.6671601758,129.1141042395,,경상북도 영양군청,054-680-5195,2024-07-23,5170000,경상북도 영양군
석보면사무소,경상북도,영양군,경상북도 영양군 석보면 원리3길 3,경상북도 영양군 석보면 원리리 292,36.5580527863,129.1247235155,,경상북도 영양군청,054-680-5195,2024-07-23,5170000,경상북도 영양군
수비면행정복지센터,경상북도,영양군,경상북도 영양군 수비면 한티로 503,경상북도 영양군 수비면 발리리 503-1,36.7652219304,129.2025631634,,경상북도 영양군청,054-680-5195,2024-07-23,5170000,경상북도 영양군
청기면사무소,경상북도,영양군,경상북도 영양군 청기면 청기1길 9-6,경상북도 영양군 청기면 청기리 791-1,36.6614150204,129.0624646325,,경상북도 영양군청,054-680-5195,2024-07-23,5170000,경상북도 영양군
입암면행정복지센터,경상북도,영양군,경상북도 영양군 입암면 조기리길 10,경상북도 영양군 입암면 신구리 481-1,36.5930572312,129.0902661125,,경상북도 영양군청,054-680-5195,2024-07-23,5170000,경상북도 영양군
