시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
줄포시장,상설장+5일장,전라북도 부안군 줄포면 부안로 865,전라북도 부안군 줄포면 줄포리 728-3,1일+6일,35.587601,126.676855,30,농산물+수산물+가공식품+의류/신발+기타소매업,,,Y,Y,2011,063-584-4421,2022-07-06,B553077,소상공인시장진흥공단
동계시장,5일장,전라북도 순창군 동계면 동계로 22,전라북도 순창군 동계면 현포리 623,2일+7일,35.439542,127.239806,17,농산물+수산물+기타소매업,,,Y,Y,1931,,2022-07-06,B553077,소상공인시장진흥공단
복흥시장,5일장,전라북도 순창군 복흥면 정산2길 6,전라북도 순창군 복흥면 정산리 282-1,3일+8일,35.431843,126.932756,12,농산물+가공식품+의류/신발,,,Y,Y,1958,,2022-07-06,B553077,소상공인시장진흥공단
순창시장,5일장,전라북도 순창군 순창읍 남계로 58,전라북도 순창군 순창읍 남계리 800,1일+6일,35.37186989,127.145059,150,농산물+수산물+의류/신발+기타소매업,,,Y,Y,1965,,2022-07-06,B553077,소상공인시장진흥공단
고산미소시장,상설장,전라북도 완주군 고산면 남봉로 134,전라북도 완주군 고산면 읍내리 886-8,매일,35.974075,127.205412,32,농산물+축산물+가공식품+의류/신발+기타소매업,,,Y,Y,1964,063-262-0119,2022-07-06,B553077,소상공인시장진흥공단
봉동시장,상설장+5일장,전라북도 완주군 봉동읍 봉동동서로 134-5,전라북도 완주군 봉동읍 장기리 217-13,5일+10일,35.938722,127.167071,33,농산물+가공식품+의류/신발+가정용품+음식점업,,,Y,Y,1964,,2022-07-06,B553077,소상공인시장진흥공단
삼례시장,상설장,전라북도 완주군 삼례읍 삼봉로 6,전라북도 완주군 삼례읍 삼례리 923-8,매일,35.910613,127.073586,60,농산물+가공식품+의류/신발+음식점업+기타소매업,,,Y,Y,1964,063-291-8899,2022-07-06,B553077,소상공인시장진흥공단
매일시장,상설장,전라북도 익산시 중앙로3길 13,전라북도 익산시 창인동1가 88-5,매일,35.940398,126.949674,57,가공식품+의류/신발+가정용품+음식점업+기타소매업,,,Y,Y,2005,063-853-6666,2022-07-06,B553077,소상공인시장진흥공단
북부시장,상설장+5일장,전라북도 익산시 인북로 219,전라북도 익산시 남중동 72-7,4일+9일,35.948222,126.956591,168,농산물+수산물+의류/신발,,https://blog.naver.com/bbmarket6891,Y,Y,2005,063-855-6891,2022-07-06,B553077,소상공인시장진흥공단
서동시장,상설장,전라북도 익산시 중앙로3길 39,전라북도 익산시 창인동1가 115-13,매일,35.942705,126.950551,62,농산물+수산물+가공식품+의류/신발+기타소매업,,,Y,Y,2005,063-842-0063,2022-07-06,B553077,소상공인시장진흥공단
익산 구시장,상설장,전라북도 익산시 인북로8길 22,전라북도 익산시 인화동1가 131-8,매일,35.93153044,126.952341,91,농산물+축산물+수산물+가공식품+의류/신발,,,Y,N,2014,063-856-7796,2022-07-06,B553077,소상공인시장진흥공단
익산금마시장,상설장+5일장,전라북도 익산시 금마면 고도길 58,전라북도 익산시 금마면 동고도리 702-2,2일+7일,35.992183,127.053425,40,농산물+축산물+수산물+음식점업+기타소매업,,,Y,Y,1959,,2022-07-06,B553077,소상공인시장진흥공단
익산남부시장,상설장,전라북도 익산시 평동로11길 12,전라북도 익산시 인화동2가 9,매일,35.931945,126.953379,55,가공식품+기타소매업,,,Y,Y,2009,063-855-4798,2022-07-06,B553077,소상공인시장진흥공단
익산장(익산북부장),상설장+5일장,전라북도 익산시 인북로11길 27,전라북도 익산시 남중동 35-9,4일+9일,35.951228,126.956625,250,농산물+축산물+수산물,,,Y,Y,2008,063-853-2661,2022-07-06,B553077,소상공인시장진흥공단
중앙시장,상설장,전라북도 익산시 중앙로3길 27,전라북도 익산시 창인동1가 137-9,매일,35.94206031,126.949733,137,농산물+가공식품+의류/신발+기타소매업,,,Y,Y,2005,063-855-3479,2022-07-06,B553077,소상공인시장진흥공단
함열시장,상설장+5일장,전라북도 익산시 함열읍 와리2길 8,전라북도 익산시 함열읍 와리 544-34,2일+7일,36.080829,126.958522,23,농산물+가공식품+음식점업+기타소매업,,,Y,Y,2004,,2022-07-06,B553077,소상공인시장진흥공단
황등시장,상설장+5일장,전라북도 익산시 황등면 석재길 22,전라북도 익산시 황등면 황등리 60-3,5일+10일,35.99888044,126.952476,55,농산물+축산물+가공식품+의류/신발+기타소매업,,,Y,Y,2005,,2022-07-06,B553077,소상공인시장진흥공단
강진시장,상설장+5일장,전라북도 임실군 강진면 호국로 14-12,전라북도 임실군 강진면 갈담리 515-4,2일+7일,35.529069,127.161038,23,농산물+수산물+의류/신발+음식점업+기타소매업,,,Y,Y,2011,,2022-07-06,B553077,소상공인시장진흥공단
관촌시장,5일장,전라북도 임실군 관촌면 사선1길 70-3,전라북도 임실군 관촌면 관촌리 586,5일+10일,35.678781,127.2676801,34,농산물+의류/신발+음식점업+기타소매업+근린생활서비스업,,,Y,Y,2010,,2022-07-06,B553077,소상공인시장진흥공단
성환이화시장,5일장,충청남도 천안시 서북구 성환읍 성환중앙로 50,충청남도 천안시 서북구 성환읍 성환리 373-16,1일+6일,36.918106,127.130913,50,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2011,,2022-07-06,B553077,소상공인시장진흥공단
천안역전시장,상설장,충청남도 천안시 동남구 공설시장1길 9,충청남도 천안시 동남구 대흥동 60-5,매일,36.809908,127.148908,130,농산물+축산물+가공식품+의류/신발+기타소매업,,,Y,Y,2007,041-522-9954,2022-07-06,B553077,소상공인시장진흥공단
정산시장,상설장+5일장,충청남도 청양군 정산면 정현길 54,충청남도 청양군 정산면 서정리 163,5일+10일,36.410594,126.948018,58,축산물+의류/신발+가정용품+음식점업+기타소매업,,,Y,Y,2006,,2022-07-06,B553077,소상공인시장진흥공단
청양전통시장,상설장+5일장,충청남도 청양군 청양읍 칠갑산로6길 6,충청남도 청양군 청양읍 읍내리 397-26,2일+7일,36.450487,126.801846,135,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2006,,2022-07-06,B553077,소상공인시장진흥공단
안면도수산시장(안면도장터),상설장,충청남도 태안군 안면읍 장터로 104,충청남도 태안군 안면읍 승언리 1249,매일,36.516356,126.346008,33,수산물+가공식품,,,Y,Y,2005,041-673-6136,2022-07-06,B553077,소상공인시장진흥공단
태안서부시장,상설장,충청남도 태안군 태안읍 시장2길 38-4,충청남도 태안군 태안읍 남문리 668,매일,36.753193,126.296659,146,농산물+축산물+수산물+의류/신발+음식점업,,,Y,Y,2009,041-672-2151,2022-07-06,B553077,소상공인시장진흥공단
태안동부시장(태안특산물전통시장),상설장+5일장,충청남도 태안군 태안읍 시장4길 32,충청남도 태안군 태안읍 동문리 284,3일+8일,36.752243,126.299027,140,농산물+수산물+의류/신발+가정용품+기타소매업,,,Y,Y,2006,041-675-5797,2022-07-06,B553077,소상공인시장진흥공단
갈산정기시장,5일장,충청남도 홍성군 갈산면 상촌로 29,충청남도 홍성군 갈산면 상촌리 240-28,3일+8일,36.603698,126.550554,85,수산물+음식점업,,,Y,Y,2006,,2022-07-06,B553077,소상공인시장진흥공단
광천전통시장,상설장+5일장,충청남도 홍성군 광천읍 광천로 285,충청남도 홍성군 광천읍 광천리 230-32,4일+9일,36.499838,126.625246,175,농산물+축산물+수산물,,,Y,Y,2008,041-641-9901,2022-07-06,B553077,소상공인시장진흥공단
홍성상설시장,상설장,충청남도 홍성군 홍성읍 아문길 60,충청남도 홍성군 홍성읍 오관리 875-4,매일,36.599738,126.663709,96,농산물+축산물+수산물,,,Y,Y,2005,041-632-4333,2022-07-06,B553077,소상공인시장진흥공단
홍성전통시장,상설장+5일장,충청남도 홍성군 홍성읍 홍성천길 242,충청남도 홍성군 홍성읍 대교리 400-1,1일+6일,36.602151,126.668023,220,농산물+축산물+수산물+음식점업+기타소매업,,,Y,Y,2006,041-632-8833,2022-07-06,B553077,소상공인시장진흥공단
고창전통시장,상설장+5일장,전라북도 고창군 고창읍 동리로 62-11,전라북도 고창군 고창읍 읍내리 367,3일+8일,35.432666,126.698771,75,농산물+축산물+수산물+가공식품+음식점업,,,Y,Y,1965,063-564-3097,2022-07-06,B553077,소상공인시장진흥공단
대산전통시장,5일장,전라북도 고창군 대산면 공음대산로 935,전라북도 고창군 대산면 매산리 200-56,2일+7일,35.340107,126.598979,70,농산물+수산물+의류/신발,,,Y,Y,1967,,2022-07-06,B553077,소상공인시장진흥공단
무장전통시장,5일장,전라북도 고창군 무장면 왕제산로 725,전라북도 고창군 무장면 무장리 85-1,5일+10일,35.414428,126.560604,25,농산물+수산물+의류/신발,,,Y,Y,1965,,2022-07-06,B553077,소상공인시장진흥공단
상하전통시장,5일장,전라북도 고창군 상하면 상하1길 8-3,전라북도 고창군 상하면 하장리 939-3,1일+6일,35.44408963,126.491753,33,농산물+수산물,,,Y,Y,1974,,2022-07-06,B553077,소상공인시장진흥공단
해리전통시장,5일장,전라북도 고창군 해리면 해리중앙로 64-12,전라북도 고창군 해리면 하련리 685-55,4일+9일,35.458656,126.542204,48,농산물+수산물+의류/신발,,,Y,Y,1965,,2022-07-06,B553077,소상공인시장진흥공단
흥덕전통시장,5일장,전라북도 고창군 흥덕면 흥덕시장길 3,전라북도 고창군 흥덕면 흥덕리 240-6,4일+9일,35.52059009,126.7002295,25,농산물+축산물+수산물+기타소매업,,,Y,Y,1965,,2022-07-06,B553077,소상공인시장진흥공단
군산공설시장,상설장,전라북도 군산시 신금길 18,전라북도 군산시 신영동 19-11,매일,35.983171,126.720325,285,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2013,063-445-4929,2022-07-06,B553077,소상공인시장진흥공단
군산수산물종합센터,상설장,전라북도 군산시 내항2길 216,전라북도 군산시 해망동 1011-21,매일,35.993985,126.704742,150,수산물+가공식품+기타소매업,,,Y,Y,2015,063-442-4822,2022-07-06,B553077,소상공인시장진흥공단
군산신영시장,상설장,전라북도 군산시 동신영길 56,전라북도 군산시 신영동 19-5,매일,35.985615,126.7201199598,82,농산물+수산물,,,Y,Y,2006,070-7788-3412,2022-07-06,B553077,소상공인시장진흥공단
군산주공시장,상설장,전라북도 군산시 하나운안1길 39,전라북도 군산시 나운동 836-11,매일,35.965773,126.6954398,43,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2009,063-461-0567,2022-07-06,B553077,소상공인시장진흥공단
대야전통시장,5일장,전라북도 군산시 대야면 대야시장로 7-1,전라북도 군산시 대야면 산월리 401-1,1일+6일,35.944855,126.816085,53,농산물+축산물+수산물+음식점업+기타소매업,,,Y,Y,2005,063-451-2327,2022-07-06,B553077,소상공인시장진흥공단
명산시장,상설장,전라북도 군산시 월명로 470,전라북도 군산시 명산동 14-28,매일,35.983736,126.709545,72,축산물+수산물+가공식품+기타소매업,,,Y,Y,2005,070-4038-5328,2022-07-06,B553077,소상공인시장진흥공단
역전종합시장,상설장,전라북도 군산시 대명3길 15,전라북도 군산시 대명동 138-157,매일,35.980989,126.720371,99,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2005,070-8831-2825,2022-07-06,B553077,소상공인시장진흥공단
금만시장,상설장,전라북도 김제시 동서7길 23,전라북도 김제시 요촌동 194-7,매일,35.800143,126.8864204,80,의류/신발+음식점업+기타소매업,,,Y,Y,2011,,2022-07-06,B553077,소상공인시장진흥공단
김제전통시장,상설장+5일장,전라북도 김제시 사정거리1길 20,전라북도 김제시 요촌동 418-36,2일+7일,35.801621,126.883719,75,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2005,063-543-4983,2022-07-06,B553077,소상공인시장진흥공단
역전시장,상설장,전라북도 김제시 중앙로 288,전라북도 김제시 신풍동 40-2,매일,35.79317041,126.901597,55,농산물+수산물+의류/신발+기타소매업,,,Y,Y,2011,,2022-07-06,B553077,소상공인시장진흥공단
원평공설시장(김제원평시장),상설장+5일장,전라북도 김제시 금산면 원평6길 39-10,전라북도 김제시 금산면 원평리 91,4일+9일,35.714064,126.994732,33,농산물+수산물+의류/신발+음식점업+기타소매업,,,Y,Y,2009,,2022-07-06,B553077,소상공인시장진흥공단
연산전통시장,상설장+5일장,충청남도 논산시 연산면 연산4길 10-8,충청남도 논산시 연산면 연산리 392-8,5일+10일,36.21626966,127.216493,61,농산물+축산물+가정용품+음식점업+기타소매업,,,Y,Y,2011,041-7340-1578,2022-07-06,B553077,소상공인시장진흥공단
화지중앙시장,상설장,충청남도 논산시 대화로 78,충청남도 논산시 대교동 70-8,매일,36.208588,127.085011,306,농산물+축산물+수산물+의류/신발+기타소매업,,sijangnonsan.mf24.net,Y,Y,2005,041-735-3311,2022-07-06,B553077,소상공인시장진흥공단
당진전통시장,상설장+5일장,충청남도 당진시 당진시장길 100,충청남도 당진시 읍내동 145-13,5일+10일,36.889931,126.629607,218,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,1974,041-357-8484,2022-07-06,B553077,소상공인시장진흥공단
합덕전통시장,상설장+5일장,충청남도 당진시 합덕읍 버그내2길 128-42,충청남도 당진시 합덕읍 운산리 253-47,1일+6일,36.806166,126.7719699,69,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,1985,041-363-1154,2022-07-06,B553077,소상공인시장진흥공단
동부시장,상설장+5일장,충청남도 보령시 구상가길 14-5,충청남도 보령시 대천동 618-64,3일+8일,36.349364,126.5970000393,57,농산물+가공식품+의류/신발+음식점업+기타소매업,,,Y,Y,2005,,2022-07-06,B553077,소상공인시장진흥공단
보령중앙시장,상설장+5일장,충청남도 보령시 중앙시장1길 5,충청남도 보령시 대천동 331-7,3일+8일,36.351088,126.5932002,117,농산물+수산물+의류/신발+가정용품+기타소매업,,,Y,Y,2007,041-936-4554,2022-07-06,B553077,소상공인시장진흥공단
보령한내시장,5일장,충청남도 보령시 정화로길 13,충청남도 보령시 대천동 197-1,3일+8일,36.349626,126.595826,72,수산물,,,Y,Y,2006,041-931-8485,2022-07-06,B553077,소상공인시장진흥공단
현대시장(현대상가시장),상설장,충청남도 보령시 대흥로 16,충청남도 보령시 대천동 618-69,매일,36.348907,126.5969396,49,농산물+가정용품+기타소매업,,,Y,N,2007,,2022-07-06,B553077,소상공인시장진흥공단
부여시장,상설장+5일장,충청남도 부여군 부여읍 성왕로173번길 12,충청남도 부여군 부여읍 구아리 432,5일+10일,36.281494,126.907558,100,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,2007,041-832-0113,2022-07-06,B553077,소상공인시장진흥공단
부여중앙시장,상설장,충청남도 부여군 부여읍 중앙로13번길 14-3,충청남도 부여군 부여읍 구아리 164-1,매일,36.281919,126.912189,72,축산물+수산물+기타소매업,,,Y,Y,2005,041-835-7710,2022-07-06,B553077,소상공인시장진흥공단
홍산시장,5일장,충청남도 부여군 홍산면 홍산시장로 45-3,충청남도 부여군 홍산면 남촌리 133-7,2일+7일,36.213933,126.757954,58,농산물+수산물+의류/신발+음식점업+기타소매업,,,Y,Y,2008,,2022-07-06,B553077,소상공인시장진흥공단
대산종합시장,상설장,충청남도 서산시 대산읍 충의로 1942,충청남도 서산시 대산읍 대산리 119,매일,36.938005,126.433943,64,농산물+가공식품+의류/신발+음식점업+기타소매업,,,Y,Y,2000,041-681-7845,2022-07-06,B553077,소상공인시장진흥공단
서산동부전통시장(동부시장),상설장,충청남도 서산시 시장5로 15,충청남도 서산시 동문동 900-3,매일,36.781825,126.456447,245,농산물+수산물+가공식품+의류/신발+기타소매업,,,Y,Y,2007,041-665-5478,2022-07-06,B553077,소상공인시장진흥공단
해미시장,상설장,충청남도 서산시 해미면 읍성마을2길 16,충청남도 서산시 해미면 읍내리 202,매일,36.711134,126.545568,90,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,2012,041-688-3100,2022-07-06,B553077,소상공인시장진흥공단
해미종합시장,상설장,충청남도 서산시 해미면 남문1로 47,충청남도 서산시 해미면 읍내리 184-5,매일,36.711297,126.546494,46,가공식품+음식점업+기타소매업,,,Y,Y,2015,041-688-7757,2022-07-06,B553077,소상공인시장진흥공단
서천특화시장,5일장,충청남도 서천군 서천읍 충절로 42,충청남도 서천군 서천읍 군사리 686-4,2일+7일,36.075021,126.6868202,280,농산물+수산물+의류/신발+가정용품+기타소매업,,,Y,Y,2004,041-951-1445,2022-07-06,B553077,소상공인시장진흥공단
장항전통시장,상설장,충청남도 서천군 장항읍 성화로 104,충청남도 서천군 장항읍 신창리 13-1,매일,36.015561,126.694572,101,농산물+수산물+의류/신발+음식점업+기타소매업,,,Y,Y,2010,041-957-0435,2022-07-06,B553077,소상공인시장진흥공단
둔포전통시장(둔포시장),상설장+5일장,충청남도 아산시 둔포면 둔포면로25번길 15,충청남도 아산시 둔포면 둔포리 451-2,2일+7일,36.929479,127.0360401,89,축산물+수산물+가정용품+음식점업+기타소매업,,,Y,Y,2009,,2022-07-06,B553077,소상공인시장진흥공단
온양온천시장(온양전통시장),상설장+5일장,충청남도 아산시 시장길 29,충청남도 아산시 온천동 94-6,4일+9일,36.783292,127.004232,441,농산물+축산물+수산물+가공식품,,,Y,Y,2009,041-534-2008,2022-07-06,B553077,소상공인시장진흥공단
고덕시장,상설장+5일장,충청남도 예산군 고덕면 용고길 342,충청남도 예산군 고덕면 대천리 783-8,3일+8일,36.743926,126.705214,30,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,1961,,2022-07-06,B553077,소상공인시장진흥공단
삽교시장,5일장,충청남도 예산군 삽교읍 두리3길 50-7,충청남도 예산군 삽교읍 두리 568-37,2일+7일,36.687257,126.741287,28,기타소매업,,,Y,Y,1927,,2022-07-06,B553077,소상공인시장진흥공단
역전시장,상설장+5일장,충청남도 예산군 예산읍 역전로 84,충청남도 예산군 예산읍 주교리 220-3,3일+8일,36.687025,126.829854,39,농산물+축산물+수산물+가정용품+기타소매업,,,Y,Y,1955,,2022-07-06,B553077,소상공인시장진흥공단
예산상설시장,상설장+5일장,충청남도 예산군 예산읍 형제고개로 967,충청남도 예산군 예산읍 예산리 333-11,5일+10일,36.677235,126.849451,110,농산물+축산물+가공식품+음식점업,,,Y,Y,1981,041-333-5568,2022-07-06,B553077,소상공인시장진흥공단
예산시장,5일장,충청남도 예산군 예산읍 형제고개로 967,충청남도 예산군 예산읍 예산리 333-11,5일+10일,36.677235,126.849451,400,농산물+수산물,,,Y,Y,1926,041-333-5568,2022-07-06,B553077,소상공인시장진흥공단
천안중앙시장(구 남산중앙시장),상설장,충청남도 천안시 동남구 사직로 7,충청남도 천안시 동남구 사직동 202-15,매일,36.800721,127.149302,400,농산물+축산물+수산물+의류/신발+가정용품,,,Y,Y,2006,041-553-1335,2022-07-06,B553077,소상공인시장진흥공단
병천시장,상설장+5일장,충청남도 천안시 동남구 병천면 아우내장터1길 46,충청남도 천안시 동남구 병천면 병천리 770-1,1일+6일,36.762422,127.298161,150,농산물+의류/신발+가정용품+음식점업,,,Y,Y,2007,,2022-07-06,B553077,소상공인시장진흥공단
성정시장,상설장,충청남도 천안시 서북구 양지21길 31,충청남도 천안시 서북구 성정동 736-7,매일,36.812666,127.139212,62,농산물+축산물+가공식품+기타소매업,,,Y,Y,2006,070-4232-8259,2022-07-06,B553077,소상공인시장진흥공단
교동시장,상설장,전라남도 여수시 교동시장1길 17,전라남도 여수시 교동 605-44,매일,34.73908203,127.7299176,97,"생선, 과일, 채소 등","여수지역사랑상품권, 온누리상품권",,Y,Y,1965,,2020-10-28,4810000,전라남도 여수시
해안로건어물상가시장,상설장,전라남도 여수시 교동남2길 14,전라남도 여수시 교동 481,매일,34.73953206,127.734506,30,수산물,"여수지역사랑상품권, 온누리상품권",,N,Y,1980,,2020-10-28,4810000,전라남도 여수시
중앙선어시장,상설장,전라남도 여수시 이순신광장로 103,전라남도 여수시 중앙동 385-11,매일,34.73913771,127.7370114,40,수산물,"여수지역사랑상품권, 온누리상품권",,N,Y,1945,,2020-10-28,4810000,전라남도 여수시
도깨비시장,상설장,전라남도 여수시 학동서5길 18,전라남도 여수시 학동 58-7,매일,34.7633188,127.656583,75,"생선, 과일, 채소 등","여수지역사랑상품권, 온누리상품권",,Y,N,1988,,2020-10-28,4810000,전라남도 여수시
여수진남상가,상설장,전라남도 여수시 충무오거리길 21-2,전라남도 여수시 교동 64,매일,34.74151572,127.733081,380,"의류, 잡화 등","여수지역사랑상품권, 온누리상품권",,N,N,1982,061-663-2055,2020-10-28,4810000,전라남도 여수시
흥국상가,상설장,전라남도 여수시 흥국로 64,전라남도 여수시 신기동 59-1,매일,34.76200819,127.6693332,268,"의류, 잡화 등","여수지역사랑상품권, 온누리상품권",,N,N,,,2020-10-28,4810000,전라남도 여수시
청주사창시장,상설장,충청북도 청주시 서원구 사직대로164번길 36,충청북도 청주시 서원구 사창동 286-22,매일,36.633609,127.465298,87,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,2005,043-265-0427,2022-07-06,B553077,소상공인시장진흥공단
관아골상가,상설장,충청북도 충주시 관아4길 8,충청북도 충주시 성내동 429,매일,36.970122,127.935121,87,농산물+축산물+수산물+음식점업+기타소매업,,,Y,Y,2010,070-8901-6776,2022-07-06,B553077,소상공인시장진흥공단
충주농산물종합시장(중앙청과시장),상설장,충청북도 충주시 목행산단7로 24,충청북도 충주시 목행동 526-29,매일,37.003996,127.923084,190,농산물,,,Y,Y,2010,043-853-3187,2022-07-06,B553077,소상공인시장진흥공단
목행시장,5일장,충청북도 충주시 행정9길 35,충청북도 충주시 목행동 600-15,2일+7일,37.013951,127.917328,105,농산물+축산물+가공식품+음식점업+기타소매업,,,Y,Y,2013,043-851-9048,2022-07-06,B553077,소상공인시장진흥공단
무학시장,상설장,충청북도 충주시 무학1길 19,충청북도 충주시 봉방동 8-6,매일,36.974598,127.927263,166,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2005,043-848-2292,2022-07-06,B553077,소상공인시장진흥공단
연원시장,상설장+5일장,충청북도 충주시 금곡로 31,충청북도 충주시 연수동 547-6,4일+9일,36.989291,127.934803,58,농산물+축산물+기타소매업,,,Y,Y,2012,043-847-4422,2022-07-06,B553077,소상공인시장진흥공단
중앙어울림시장,상설장,충청북도 충주시 예성로 168,충청북도 충주시 성서동 308,매일,36.971893,127.933612,43,의류/신발+기타소매업,,,Y,Y,2006,043-847-3942,2022-07-06,B553077,소상공인시장진흥공단
충주옹달샘시장,상설장,충청북도 충주시 지곡10길 35,충청북도 충주시 지현동 1076,매일,36.964688,127.932505,67,가공식품+기타소매업,,,Y,Y,2005,,2022-07-06,B553077,소상공인시장진흥공단
충주자유시장,상설장+5일장,충청북도 충주시 충인6길 16,충청북도 충주시 충의동 192,5일+10일,36.973931,127.930671,408,농산물+가공식품+의류/신발+기타소매업,,jycj.co.kr,Y,Y,2005,043-848-3414,2022-07-06,B553077,소상공인시장진흥공단
"성서중심시장(성서시장,문화의거리 통합)",상설장,충청북도 충주시 성서8길 21,충청북도 충주시 성서동 178,매일,36.971337,127.932395,179,의류/신발+가정용품+음식점업+기타소매업,,,Y,Y,2017,043-851-9261,2022-07-06,B553077,소상공인시장진흥공단
산성시장활성화구역,상설장,충청남도 공주시 국고개길 11,충청남도 공주시 중동 84-5,매일,36.454882,127.125678,318,의류/신발+가정용품+음식점업+기타소매업,,,Y,Y,2007,041-854-0036,2022-07-06,B553077,소상공인시장진흥공단
유구시장,상설장+5일장,충청남도 공주시 유구읍 시장길 28,충청남도 공주시 유구읍 석남리 276-5,3일+8일,36.552702,126.951856,74,농산물+축산물+가공식품+의류/신발+가정용품,,,Y,Y,2014,,2022-07-06,B553077,소상공인시장진흥공단
금산국제인삼시장(금산인삼국제시장),상설장,충청남도 금산군 금산읍 인삼약초로 45,충청남도 금산군 금산읍 중도리 9-5,매일,36.101918,127.4983403,206,농산물,,,Y,Y,1986,041-752-1815,2022-07-06,B553077,소상공인시장진흥공단
금산수삼센타,상설장,충청남도 금산군 금산읍 인삼약초로 24,충청남도 금산군 금산읍 중도리 24,매일,36.100102,127.4964497,293,농산물,,www.susamcenter.co.kr,Y,Y,1988,041-754-3161,2022-07-06,B553077,소상공인시장진흥공단
금산금빛시장(금산시장),상설장,충청남도 금산군 금산읍 금산천길 98,충청남도 금산군 금산읍 하옥리 335-12,매일,36.099512,127.490976,81,농산물+의류/신발+가정용품+음식점업+기타소매업,,,Y,Y,1981,041-754-2376,2022-07-06,B553077,소상공인시장진흥공단
금산약초시장,상설장,충청남도 금산군 금산읍 비단로 144,충청남도 금산군 금산읍 중도리 31,매일,36.100381,127.495473,35,농산물,,,Y,Y,1994,041-751-2089,2022-07-06,B553077,소상공인시장진흥공단
금산인삼쇼핑센타,상설장,충청남도 금산군 금산읍 인삼광장로 47,충청남도 금산군 금산읍 중도리 9-1,매일,36.101507,127.498959,54,농산물,,,Y,Y,1993,041-751-3362,2022-07-06,B553077,소상공인시장진흥공단
중부프라자,상설장,충청남도 금산군 금산읍 비범로 19,충청남도 금산군 금산읍 상리 89-4,매일,36.104534,127.491021,24,농산물+음식점업+기타소매업,,,Y,Y,1989,041-753-9447,2022-07-06,B553077,소상공인시장진흥공단
강경대흥시장,5일장,충청남도 논산시 강경읍 대흥로 23-1,충청남도 논산시 강경읍 대흥리 17-8,4일+9일,36.155979,127.013675,110,농산물+축산물+수산물+음식점업,,,Y,Y,2005,041-745-5130,2022-07-06,B553077,소상공인시장진흥공단
강경젓갈시장,상설장,충청남도 논산시 강경읍 금백로 45,충청남도 논산시 강경읍 황산리 198,매일,36.157556,127.009806,140,수산물+가공식품,,kangkyoung.onmam.com,Y,N,2008,041-745-1985,2022-07-06,B553077,소상공인시장진흥공단
연무안심시장,상설장+5일장,충청남도 논산시 연무읍 연무로178번길 9,충청남도 논산시 연무읍 안심리 14-6,5일+10일,36.130065,127.098252,95,농산물+수산물+가공식품+의류/신발+기타소매업,,,Y,Y,2005,,2022-07-06,B553077,소상공인시장진흥공단
보성매일시장,상설장,전라남도 보성군 보성읍 신흥길 9,전라남도 보성군 보성읍 보성리 895-3,매일,34.76817999,127.080619,30,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,1964,,2022-07-06,B553077,소상공인시장진흥공단
대소시장,상설장+5일장,충청북도 음성군 대소면 오산로 36,충청북도 음성군 대소면 오산리 186-6,3일+8일,36.966545,127.485019,137,농산물+축산물+의류/신발+음식점업+기타소매업,,,Y,Y,2010,,2022-07-06,B553077,소상공인시장진흥공단
삼성시장,상설장+5일장,충청북도 음성군 삼성면 대성로 608-2,충청북도 음성군 삼성면 덕정리 534-17,1일+6일,37.018009,127.499198,78,축산물+의류/신발+가정용품+기타소매업,,,Y,Y,2006,,2022-07-06,B553077,소상공인시장진흥공단
무극시장,상설장+5일장,충청북도 음성군 금왕읍 무극로308번길 12-2,충청북도 음성군 금왕읍 무극리 77-17,5일+10일,36.992678,127.596004,119,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2005,043-883-7003,2022-07-06,B553077,소상공인시장진흥공단
음성시장,5일장,충청북도 음성군 음성읍 문화1길 14,충청북도 음성군 음성읍 읍내리 249-12,2일+7일,36.938166,127.692127,200,축산물+의류/신발+기타소매업,,,Y,Y,2012,,2022-07-06,B553077,소상공인시장진흥공단
내토전통시장,상설장,충청북도 제천시 용두천로11길 5,충청북도 제천시 중앙로1가 34-1,매일,37.137354,128.2124103,60,농산물+축산물+수산물+의류/신발+기타소매업,,http://sneato.mf24.net/,Y,Y,2007,043-651-0053,2022-07-06,B553077,소상공인시장진흥공단
