연번,가맹점명,업종명,전화번호,읍면동,소재지 도로명주소,위도,경도
9049,이유잉글리쉬어학원,학원/교육,044-862-9866,새롬동,[30126] 세종특별자치시 새롬중앙로 55 602호,36.485754,127.2503408
9050,이유학원,학원/교육,044-864-0126,보람동,[30150] 세종특별자치시 호려울로 9 404호,36.47709056,127.288243
9051,이윽고,일반음식점,044-417-1559,나성동,"[30128] 세종특별자치시 나성북1로 22 대창디펠리체 201,202호",36.49108773,127.2587721
9052,이은경 소아청소년과 의원,병원/약국,044-868-3414,조치원읍,[30028] 세종특별자치시 조치원읍 새내로 77 이은경 소아청소년과 의원,36.59874185,127.2982504
9053,이은경캘리그라피,미용/뷰티/위생,,어진동,[30121] 세종특별자치시 갈매로 351 A동 6047호,36.49496607,127.2621842
9054,이은석한의원,병원/약국,044-903-1229,보람동,[30150] 세종특별자치시 한누리대로 2165 A 동 425호,36.47730528,127.2864667
9055,이은영 수학교실,학원/교육,,고운동,[30062] 세종특별자치시 마음안로 221 2102동 203호,36.51851853,127.2397535
9056,이음국과사보람캠퍼스학원,학원/교육,,보람동,[30150] 세종특별자치시 남세종로 454 강남제일타워 601호,36.47725246,127.2897034
9057,이음국과사학원,학원/교육,,반곡동,[30146] 세종특별자치시 한누리대로 1834 그랜드타워 601호,36.49798866,127.3111024
9058,이음디자인인쇄광고,도서/문화/공연,044-715-7158,보람동,[30150] 세종특별자치시 한누리대로 2149 602호,36.47780911,127.2878347
9059,이음붙임머리,미용/뷰티/위생,,나성동,[30123] 세종특별자치시 한누리대로 321 3층 317호,36.4930068,127.2557849
9060,이응갈비,일반음식점,044-862-5330,보람동,[30151] 세종특별자치시 시청대로 167 3층305호,36.48130914,127.2899008
9061,이응커피,카페/베이커리,,보람동,[30151] 세종특별자치시 시청대로 123 해오름빌딩 1층 113호 이응커피,36.47937139,127.285343
9062,이응히읗,미용/뷰티/위생,,대평동,[30152] 세종특별자치시 시청대로 20 403호,36.4744715,127.2753225
9063,이정덕색소폰아카데미,미용/뷰티/위생,,금남면,[30083] 세종특별자치시 금남면 용포느티나무길 21,36.46513799,127.2818249
9064,이정민헤어,미용/뷰티/위생,044-863-,조치원읍,[30024] 세종특별자치시 조치원읍 조치원5길 7 1층,36.60171238,127.2991959
9065,이정이헤어,미용/뷰티/위생,044-866-1416,나성동,[30130] 세종특별자치시 한누리대로 157 금강프라자 203-2호 이정이헤어,36.47932266,127.2624774
9066,이제한의원,병원/약국,044-715-7505,새롬동,[30126] 세종특별자치시 새롬중앙로 67 3층,36.48688884,127.2502295
9067,이젠국수,일반음식점,044-864-8119,반곡동,"[30147] 세종특별자치시 국책연구원3로 6 119, 120호",36.49205216,127.303766
9068,이종구항아리짬뽕,일반음식점,044-862-9299,금남면,"[30083] 세종특별자치시 금남면 용포로 29 B동1,2층",36.46113678,127.2803666
9069,이종선치과의원,병원/약국,044-865-6352,조치원읍,[30024] 세종특별자치시 조치원읍 조치원로 31 이종선치과의원,36.60169078,127.3001238
9070,헤즈인터내셔널,기타,,,,,
9071,이주의 찬방,일반음식점,044-865-6567,반곡동,[30145] 세종특별자치시 반곡1길 9 상가B동 B107호,36.49709605,127.3110322
9072,이지 헤어 룸,미용/뷰티/위생,044-863-0118,대평동,"[30152] 세종특별자치시 한누리대로 2236 B동 103호 이지헤어룸 (대평동,해들마을6단지상가동)",36.47422084,127.277088
9073,이지골프,가전/통신,044-862-0105,장군면,[30055] 세종특별자치시 장군면 당암길 42 1층 102호,36.49773903,127.2331026
9074,이지더휠앤스키,스포츠/헬스,044-862-0854,어진동,[30120] 세종특별자치시 다솜로 185 다솜빌딩 101호,36.49671206,127.2691329
9075,이지수학 공부방,학원/교육,,도담동,[30098] 세종특별자치시 보듬2로 43 1502동 103호,36.51201182,127.2642445
9076,이지슬림,스포츠/헬스,,나성동,[30128] 세종특별자치시 나성로 96 더센트럴 410호,36.48787516,127.2610014
9077,이지슬림 다이어트 본점,스포츠/헬스,,고운동,[30101] 세종특별자치시 만남로 140 405호,36.51166247,127.2400995
9078,이지슬림다이어트세종보람점,스포츠/헬스,044-866-2773,보람동,[30150] 세종특별자치시 호려울로 9 네이버타워704호,36.47709056,127.288243
9079,이지연헤어룩,미용/뷰티/위생,044-864-9500,조치원읍,[30026] 세종특별자치시 조치원읍 장안1길 7 102호,36.60083686,127.3020428
9080,이지영재아소비학원,학원/교육,,반곡동,[30146] 세종특별자치시 한누리대로 1820 왕관빌팅 413호,36.49813309,127.3127085
9081,이지워시,의류/잡화/안경,,나성동,[30123] 세종특별자치시 한누리대로 321 105호 빨래방,36.4930068,127.2557849
9082,이지워시 셀프빨래방 세종새롬점,기타,,새롬동,[30127] 세종특별자치시 새롬중앙로 20 상가동 101호,36.48361207,127.2536983
9083,이지워시 셀프빨래방 세종집현점,의류/잡화/안경,,집현동,[30141] 세종특별자치시 집현동로 77 에이블정보기술사옥 1동 118호,36.49109449,127.3253606
9084,이지워시24(세종어진점),의류/잡화/안경,,어진동,[30120] 세종특별자치시 가름로 253 105호,36.49471794,127.2672652
9085,이지워시 셀프빨래방 세종반곡점,의류/잡화/안경,,반곡동,[30147] 세종특별자치시 국책연구원3로 6 씨즈파크뷰 103호,36.49205216,127.303766
9086,이지학원,학원/교육,,보람동,"[30150] 세종특별자치시 호려울로 9 네이버타워 602호, 609호",36.47709056,127.288243
9087,이진 스포츠,의류/잡화/안경,,연서면,[30049] 세종특별자치시 연서면 세종로 2083 1층 102호,36.57294709,127.2902599
9088,이집맛집,기타,,어진동,[30107] 세종특별자치시 다솜3로 66 어진동 734 SCC앞도록,36.50109699,127.2699513
9089,이쪼네 화덕,일반음식점,044-868-0780,새롬동,[30126] 세종특별자치시 새롬중앙로 47 세움빌딩 1층13호,36.48500876,127.2507832
9090,이차돌 세종시청점,일반음식점,044-864-3999,대평동,[30152] 세종특별자치시 시청대로 35 110 호,36.47558657,127.2764058
9091,이차돌나성점,일반음식점,044-865-6679,나성동,[30128] 세종특별자치시 나성로 125-10 101-03호,36.49018366,127.2583119
9092,이채운 식당,일반음식점,044-866-3111,나성동,[30128] 세종특별자치시 국세청로 46 118호,36.48724642,127.2628042
9093,이천농원,슈퍼/마트,,연서면,[30047] 세종특별자치시 연서면 세종로 1931,36.56132796,127.2837972
9094,이춘봉치킨아름점,일반음식점,044-864-5680,아름동,[30100] 세종특별자치시 보듬3로 104-15 엘스빌딩103-2호,36.51228785,127.2492147
9095,이츠발레무용학원,학원/교육,044-867-5587,소담동,[30151] 세종특별자치시 한누리대로 2018 사이언스타운 505호,36.48474477,127.2994005
9096,이츠비건(Eat's Vegan),기타,070-7525-0019,어진동,"[30115] 세종특별자치시 다솜1로 21 근린생활시설 301동 148호(어진동, 한뜰마을4단지)",36.50037183,127.2561164
9097,이츠펫 무인 반곡점,기타,044-868-1249,반곡동,[30147] 세종특별자치시 한누리대로 1940 117-121호,36.49113879,127.3032272
9098,이츠펫 세종점,의류/잡화/안경,044-863-0072,다정동,[30125] 세종특별자치시 다정북로 79 이츠펫 세종점,36.49620988,127.239201
9099,이츠펫 애견미용실,의류/잡화/안경,044-863-0072,다정동,[30125] 세종특별자치시 다정북로 79,36.49620988,127.239201
9100,이층커피,일반음식점,044-715-7577,어진동,[30103] 세종특별자치시 한누리대로 496 2층 202호,36.50761068,127.2622654
9101,이케이영어,학원/교육,044-865-7140,고운동,[30101] 세종특별자치시 마음안로 34 510동 304호,36.5066471,127.2379604
9102,이큐매쓰,학원/교육,,반곡동,[30146] 세종특별자치시 시청대로 500 407-202,36.49988599,127.3134967
9103,이큐 잉글리쉬,학원/교육,,도담동,[30098] 세종특별자치시 보듬4로 9 1101동404호,36.51308933,127.260684
9104,이태리 샤브칼국수,일반음식점,044-417-6699,어진동,[30102] 세종특별자치시 절재로 172 302호,36.50813848,127.2601728
9105,이태리샤브칼국수 세종시청점,일반음식점,044-868-3434,보람동,"[30150] 세종특별자치시 한누리대로 2149 203, 204호",36.47780911,127.2878347
9106,이태리하우스 앤 안동찜닭,일반음식점,044-866-9080,조치원읍,[30029] 세종특별자치시 조치원읍 신흥샛터길 42 이태리하웃ㄷ,36.59704734,127.2951474
9107,이태영,학원/교육,,조치원읍,[30039] 세종특별자치시 조치원읍 도원로 16 116동804호,36.59037022,127.2892067
9108,이태형의메구미,일반음식점,044-417-6170,어진동,[30107] 세종특별자치시 도움8로 91 405호,36.5041451,127.2717535
9109,이토퓨머,부동산/인테리어,,새롬동,[30127] 세종특별자치시 한누리대로 245 511호,36.48607017,127.2576814
9110,이편한치과의원,병원/약국,044-864-2875,조치원읍,[30028] 세종특별자치시 조치원읍 새내로 97 4층,36.60039887,127.2980454
9111,이편한홍치과의원,병원/약국,044-862-2811,연서면,[30047] 세종특별자치시 연서면 봉암길 8 1층 2호,36.56214098,127.2826167
9112,이프라인,미용/뷰티/위생,,나성동,[30128] 세종특별자치시 나성북로 21 303호,36.48981805,127.2589404
9113,이플라라,의류/잡화/안경,,보람동,[30150] 세종특별자치시 한누리대로 2135 B-134,36.4783674,127.2892692
9114,이피엠(epm)영어,학원/교육,,새롬동,[30126] 세종특별자치시 새롬남로 18 106동 501호,36.48114426,127.2467582
9115,이한빵집,카페/베이커리,044-866-1391,고운동,[30062] 세종특별자치시 마음로 272-3 고운에듀프라자102호,36.51971947,127.2358785
9116,이한빵집 대평직영점,카페/베이커리,,대평동,"[00000] 세종특별자치시 종합운동장로  29, JB 빌딩 1동 1-2층 (대평동)",,
9117,이현주언어학습연구소,미용/뷰티/위생,044-864-7994,조치원읍,[30018] 세종특별자치시 조치원읍 돌마루6길 10 1층,36.60736908,127.2925945
9118,이화국어공부방,학원/교육,,소담동,[30151] 세종특별자치시 시청대로 236 315-802,36.48432313,127.2951299
9119,이화드림음악학원,학원/교육,,종촌동,[30064] 세종특별자치시 도움1로 106 603호 이화드림 음악학원,36.50281819,127.2481227
9120,이화리움 음악학원,학원/교육,,고운동,[30062] 세종특별자치시 마음로 264 704호,36.51933277,127.2345983
9121,이화미용실,미용/뷰티/위생,041-863-0057,연기면,[00000] 세종특별자치시 연기면 당산로 123 (연기리),,
9122,이화수 세종나성점,일반음식점,044-417-1564,나성동,"[30127] 세종특별자치시 한누리대로 291 101, 102호",36.49021457,127.2560348
9123,이화수아름점,일반음식점,044-865-5000,아름동,[30100] 세종특별자치시 보듬3로 143 205호,36.51162177,127.2436278
9124,이화수육개장 세종부강점,일반음식점,044-866-6689,부강면,[30075] 세종특별자치시 부강면 부촌길 53 1층,36.53081758,127.3660108
9125,이화수육개장 세종청사점,일반음식점,044-867-4946,어진동,[30103] 세종특별자치시 절재로 194 212호,36.50830575,127.2624486
9126,이화수전통육개장 세종소담점,일반음식점,044-417-6969,반곡동,"[30147] 세종특별자치시 한누리대로 1948 더스테이빌딩129,130,131호",36.49056884,127.3028528
9127,이화수 전통육개장 세종조치원점,일반음식점,044-866-8661,조치원읍,[30038] 세종특별자치시 조치원읍 세종로 2282 123호 이화수 전통육개장,36.59106342,127.2921172
9128,이화수학교습소,학원/교육,,나성동,[30128] 세종특별자치시 국세청로 45 제일풍경채 위너스카이 상가 B동 215호,36.48984021,127.262523
9129,이화숲음악교습소,학원/교육,,반곡동,"[30146] 세종특별자치시 반곡로 8 S9호,S10호",36.49896549,127.3070306
9130,이화숲음악학원,학원/교육,044-866-0012,해밀동,[30092] 세종특별자치시 해밀3로 51 506호,36.52909466,127.2650211
9131,이화시향음악학원,학원/교육,044-865-9450,다정동,[30124] 세종특별자치시 다정중앙로 51 더다정빌딩 604호 이화시향음악학원,36.49499833,127.2485553
9132,이화아동발달연구소 세종센터,학원/교육,044-862-7151,종촌동,[30064] 세종특별자치시 도움1로 108 4층 401호,36.50267993,127.2476328
9133,이화연세음악학원,학원/교육,044-417-6279,나성동,[30128] 세종특별자치시 국세청로 45 상가A동 222호,36.48984021,127.262523
9134,이화음악학원,학원/교육,,조치원읍,[30021] 세종특별자치시 조치원읍 행복길 6 2층,36.60302092,127.2903428
9135,이화톡톡 아동발달센터,산모/육아,,,"[00000] 세종특별자치시 한누리대로  1824, 5층 506호 (반곡동,조이프라자)",,
9136,이희경,학원/교육,,종촌동,[30064] 세종특별자치시 도움3로 159 304동1305호,36.50386725,127.2429887
9137,익힘수학,학원/교육,,집현동,[30144] 세종특별자치시 남세종로 160 111동1103호,36.48582427,127.3177612
9138,인 꼬마김밥 보람점,일반음식점,044-868-3663,보람동,[30150] 세종특별자치시 보람동로 14 호려울마을8단지 상가 308호,36.47757049,127.2962399
9139,인 수학학원,학원/교육,044-998-7832,새롬동,[30126] 세종특별자치시 새롬중앙로 59 603호,36.48606927,127.2503155
9140,인동철물공구상사(주),부동산/인테리어,044-867-5670,조치원읍,[30037] 세종특별자치시 조치원읍 허만석로 85 인동철물공구상사,36.58883915,127.2985186
9141,인디고실용음악학원,학원/교육,044-868-1251,새롬동,[30127] 세종특별자치시 새롬중앙로 62-15 해피라움w 빌딩 511호,36.48702109,127.2511992
9142,인디브골프아카데미,스포츠/헬스,044-862-7987,나성동,[30128] 세종특별자치시 나성북1로 22 7층,36.49108773,127.2587721
9143,인디안 가죽 수제화,의류/잡화/안경,,종촌동,[30064] 세종특별자치시 도움1로 108 몰리브상가 1층 131-1호,36.50267993,127.2476328
9144,인디자인,부동산/인테리어,,해밀동,[30092] 세종특별자치시 해밀3로 43 4층401호 스카이드림,36.52858671,127.2644899
9145,인라이트,도서/문화/공연,044-868-9419,소담동,[30150] 세종특별자치시 한누리대로 2009 펠리체타워2 3층 304호,36.48494166,127.3007045
9146,인 베이지(IN BEIGE),일반음식점,044-868-1490,집현동,"[30141] 세종특별자치시 집현동로 77 1층 120호, 121호, 122호",36.49109449,127.3253606
9147,인블리스헤어,미용/뷰티/위생,044-866-3627,대평동,[30152] 세종특별자치시 한누리대로 2236 1층 A127호 인블리스헤어,36.47422084,127.277088
9148,인사동,일반음식점,044-867-2220,나성동,"[30128] 세종특별자치시 나성로 125-16 404, 405호",36.49009909,127.2577547
9149,인사동,일반음식점,044-867-2220,나성동,"[30128] 세종특별자치시 나성로 125-16 404, 405호",36.49009909,127.2577547
9150,인삼포크 영농조합 법인,일반음식점,044-862-5223,한솔동,"[30130] 세종특별자치시 노을3로 99 골든타워 103호, 104호",36.47982786,127.2538461
9151,인삼포크 직영판매 세종본점,슈퍼/마트,044-862-5223,한솔동,"[30130] 세종특별자치시 노을3로 99 골든타워 103호, 104호",36.47982786,127.2538461
9152,인생감자탕 나성점,일반음식점,044-863-5525,나성동,"[30130] 세종특별자치시 한누리대로 201 2층 201호,202호 (나성동,우빈가온)",36.48260612,127.2600469
9153,인생감자탕 세종점,일반음식점,044-867-3377,조치원읍,[30020] 세종특별자치시 조치원읍 문화길 23,36.60166433,127.2895392
9154,인생건어물맥주(고대홍대점),일반음식점,044-867-6208,조치원읍,[30016] 세종특별자치시 조치원읍 신안새동네2길 15 1층 101호 인생 건어물 맥주(고대홍대점),36.61468152,127.2886599
9155,인생고기,일반음식점,,해밀동,[30092] 세종특별자치시 해밀3로 32 상가동132호,36.52928854,127.2672414
9156,인생극장 세종새롬점,일반음식점,044-865-9279,새롬동,"[30127] 세종특별자치시 새롬중앙로 34 119A,119B",36.4845959,127.2524947
9157,인생냉면,일반음식점,044-863-8809,금남면,[30083] 세종특별자치시 금남면 용포로 42-3 1층인생냉면,36.46261774,127.2808551
9158,인생냉면 세종 조치원점,일반음식점,044-862-0266,조치원읍,[30025] 세종특별자치시 조치원읍 문화로 28 1층,36.60403976,127.3011198
9159,인생냉면 장군점,일반음식점,,장군면,"[00000] 세종특별자치시 장군면 월현윗길  3, 1층 우측호 (봉안리)",,
9160,인생네컷세종로데오,도서/문화/공연,,나성동,[30128] 세종특별자치시 나성로 133-15 111호,36.49051321,127.2576838
9161,인생닭강정 나성점,일반음식점,044-865-8097,나성동,[30123] 세종특별자치시 한누리대로 331 120-2호,36.49393535,127.2558318
9162,인생술집,일반음식점,,조치원읍,[30020] 세종특별자치시 조치원읍 문화1길 24 1층,36.60159131,127.2893834
9163,인생아구찜 세종점,일반음식점,044-865-3910,나성동,[30123] 세종특별자치시 한누리대로 311 모닝시티2 105호 인생아구찜 세종점,36.49198023,127.2559175
9164,인생아구찜조치원점,일반음식점,044-862-0824,조치원읍,[30038] 세종특별자치시 조치원읍 은행나무1길 40 101호,36.59074224,127.2926678
9165,인생약국,병원/약국,044-864-3713,나성동,[30128] 세종특별자치시 나성북로 30 퍼스트원 1동 5층 42호,36.48906909,127.2602422
9166,인생찜질,일반음식점,,고운동,[30062] 세종특별자치시 마음안로 161 로뎀빌딩2 2층,36.51611921,127.2337814
9167,인생초밥집,일반음식점,044-862-7775,아름동,[30100] 세종특별자치시 보듬3로 160 아이콤타워 101호 인생초밥집,36.51230463,127.2418795
9168,인성세무회계사무소,기타,044-862-3979,어진동,[30121] 세종특별자치시 가름로 232 b동 512호,36.49562274,127.2649127
9169,인성에어컨,가전/통신,,고운동,[30062] 세종특별자치시 마음안로 221 2104 704,36.51846503,127.2398433
9170,인스 고운점,일반음식점,044-867-9545,고운동,[30063] 세종특별자치시 마음안로 69 101호 카페인스,36.50815782,127.2346188
9171,인스 헤어(In's Hair),미용/뷰티/위생,044-865-7798,고운동,[30063] 세종특별자치시 마음안로 69 102호,36.50815782,127.2346188
9172,인쌩맥주 도담점,일반음식점,,도담동,"[30098] 세종특별자치시 보듬3로 8-37 117,118,119호",36.51557713,127.2578469
9173,인아웃 발레&필라테스 스튜디오,학원/교육,,나성동,"[30128] 세종특별자치시 나성북로 30 318,319호",36.48906909,127.2602422
9174,인정헤어,미용/뷰티/위생,,조치원읍,[30023] 세종특별자치시 조치원읍 새내로 157 B동1층,36.60596284,127.297112
9175,인터노스 제과제빵 학원,학원/교육,070-8777-0701,보람동,[30150] 세종특별자치시 호려울로 9 705호,36.47709056,127.288243
9176,인터빌 피시방,도서/문화/공연,044-867-2700,조치원읍,[30028] 세종특별자치시 조치원읍 조치원로 10 2층 인터빌 피시방,36.60108224,127.2977821
9177,인터크루,스포츠/헬스,044-866-1313,조치원읍,[30024] 세종특별자치시 조치원읍 조치원로 37 인터크루,36.60173964,127.3007717
9178,인테르니엘,기타,044-868-0102,대평동,[30152] 세종특별자치시 대평로 71 310,36.47327534,127.2772195
9179,인텔에듀 공부방,학원/교육,,나성동,[30128] 세종특별자치시 국세청로 45 306-401,36.48981303,127.2625009
9180,인토애플스터디카페,학원/교육,044-414-9900,고운동,[30062] 세종특별자치시 마음로 272-9 601호,36.51914416,127.2361075
9181,인투더그래머 어학원,학원/교육,044-867-7914,보람동,[30150] 세종특별자치시 남세종로 454 601호 인투더그래머어학원,36.47725246,127.2897034
9182,인투복싱(INTO BOXING),학원/교육,,다정동,[30123] 세종특별자치시 다정중앙로 40 405호,36.4940392,127.2493794
9183,인투에이영어학원,학원/교육,,아름동,[30100] 세종특별자치시 아름서1길 13-12 703호,36.51165506,127.2431921
9184,인트로만화학원,학원/교육,044-864-8208,도담동,[30098] 세종특별자치시 보듬4로 9 카림애비뉴 503호,36.51311651,127.2607061
9185,인포레,의류/잡화/안경,,나성동,[30127] 세종특별자치시 한누리대로 245 311호,36.48607017,127.2576814
9186,인포마 (Informar),카페/베이커리,,나성동,[30129] 세종특별자치시 나성남로 7-16 신영드림타워 102 호,36.48238492,127.2621694
9187,인풀,일반음식점,044-867-0312,장군면,[30050] 세종특별자치시 장군면 들말양지길 124-3 1층,36.53299663,127.1883877
9188,인헤어샵,미용/뷰티/위생,044-866-9660,고운동,[30063] 세종특별자치시 마음로 14 상가동101호,36.50256727,127.2397975
9189,일공공일안경,의류/잡화/안경,044-868-6695,대평동,[30152] 세종특별자치시 한누리대로 2270 101,36.47266656,127.2763994
9190,일공일 피아노 스튜디오,학원/교육,,반곡동,[30146] 세종특별자치시 시청대로 500 403동 101호,36.49885461,127.3128026
9191,일기예보,일반음식점,044-866-2221,조치원읍,[30027] 세종특별자치시 조치원읍 새내8길 41 세종특별자치시 조치원읍새내8길41,36.59957987,127.3013053
9192,일대일포인트수학학원,학원/교육,,새롬동,[30127] 세종특별자치시 새롬중앙로 62-15 622호,36.48702109,127.2511992
9193,일등급수학아름학원,학원/교육,044-864-7055,아름동,[30100] 세종특별자치시 보듬3로 91 708-1 708-2호,36.51135281,127.2495698
9194,일등영수학원,학원/교육,,종촌동,[30064] 세종특별자치시 도움3로 105-5 6층 605호,36.50473764,127.249533
9195,일등정육점,슈퍼/마트,044-868-8651,조치원읍,[30027] 세종특별자치시 조치원읍 새내10길 21 1층,36.60053317,127.2994301
9196,일랑일랑,카페/베이커리,044-864-5054,연기면,"[30058] 세종특별자치시 연기면 연기길 28-11 1층, 일랑일랑",36.5456684,127.279887
9197,일로와쥬,기타,,나성동,[30128] 세종특별자치시 나성로 96 더센트럴 4층 419호 일로와쥬,36.48787516,127.2610014
9198,일룸세종점,부동산/인테리어,044-863-9939,아름동,"[30100] 세종특별자치시 세종로 1232 3층,4층",36.48006,127.289041
9199,일리국어논술전문학원,학원/교육,044-865-1211,새롬동,[30126] 세종특별자치시 새롬중앙로 59 601호,36.48606927,127.2503155
9200,일만족발조치원본점,일반음식점,044-715-7745,조치원읍,[30039] 세종특별자치시 조치원읍 도원로 16 자이아파트 상가 302동 104호,36.59109224,127.2908988
9201,일미꼬마김밥,일반음식점,,나성동,[30128] 세종특별자치시 국세청로 45 상가동 1층 B142호,36.48984021,127.262523
9202,일미닭갈비파전 세종점,일반음식점,044-863-7780,조치원읍,[30023] 세종특별자치시 조치원읍 새내11길 6 1층 일미닭갈비파전 세종점,36.60228947,127.2977153
9203,일미리 금계찜닭 세종도담점,일반음식점,044-863-3535,도담동,[30098] 세종특별자치시 보듬3로 8-13 104호,36.51347014,127.2581461
9204,일미식당,일반음식점,044-565-2545,소정면,[30001] 세종특별자치시 소정면 세종로 4689 일미식당,36.72876255,127.1647731
9205,일미식품,일반음식점,,조치원읍,[30027] 세종특별자치시 조치원읍 조치원4길 14 조치원,36.60078978,127.298623
9206,일미정웰빙한우가든,일반음식점,044-862-9966,전의면,[30005] 세종특별자치시 전의면 다운내길 24 일미정웰빙한우가든,36.68512804,127.1791638
9207,일번가 복집,일반음식점,044-867-5388,어진동,[30107] 세종특별자치시 도움8로 81 A동3층306호,36.50441745,127.2706011
9208,일상솥,일반음식점,044-863-5289,어진동,[30103] 세종특별자치시 절재로 194 211호 일상솥,36.50830575,127.2624486
9209,일성방앗간,일반음식점,044-862-4673,조치원읍,[30029] 세종특별자치시 조치원읍 충현로 94-1,36.59714213,127.2959401
9210,일소일소 감자탕,일반음식점,044-863-9494,연기면,[30058] 세종특별자치시 연기면 세종로 1833,36.5535325,127.2778147
9211,일소일소춘천닭갈비,일반음식점,044-868-5860,해밀동,[30092] 세종특별자치시 해밀3로 51 215호,36.52909466,127.2650211
9212,일일유부,분식,,소담동,[30151] 세종특별자치시 한누리대로 2012 109호 일일유부,36.48530618,127.2998531
9213,일페노메논,일반음식점,044-865-6631,소담동,"[30148] 세종특별자치시 법원2로 12 112,113호 일페노메논",36.48633636,127.3034152
9214,일품국수,일반음식점,044-866-6820,조치원읍,[30016] 세종특별자치시 조치원읍 섭골길 51-23 일품국수,36.61475294,127.2855291
9215,일품양평해장국,일반음식점,044-866-9476,종촌동,[30064] 세종특별자치시 도움1로 106 202호 일품양평해장국,36.50281819,127.2481227
9216,일품양평해장국 국세청점,일반음식점,,나성동,[30127] 세종특별자치시 한누리대로 245 113호,36.48607017,127.2576814
9217,일품양평해장국 어진점,일반음식점,044-868-1511,어진동,[30121] 세종특별자치시 가름로 180 세종파이낸스3차132,36.49744816,127.2598725
9218,일품양평해장국용포점,일반음식점,,금남면,[30083] 세종특별자치시 금남면 용포로 87-3 101호,36.46646777,127.2811543
9219,일프로영수전문학원,학원/교육,044-867-1229,아름동,[30100] 세종특별자치시 보듬3로 100 5층 501호 일프로영수전문학원,36.5119507,127.2486262
9220,일프로영수해밀학원,학원/교육,044-272-0324,해밀동,[30092] 세종특별자치시 해밀3로 51 5층 508호,36.52909466,127.2650211
9221,일프로카페,일반음식점,,아름동,[30100] 세종특별자치시 보듬3로 100 501호,36.5119507,127.2486262
9222,일호식당,일반음식점,044-865-1720,조치원읍,[30022] 세종특별자치시 조치원읍 충현로 147 1층,36.60155977,127.2947041
9223,일희재한의원,병원/약국,044-867-6262,나성동,[30127] 세종특별자치시 한누리대로 249 에스제이타워 307호,36.48642925,127.2574548
9224,임대장 세종나성점,일반음식점,044-868-2403,나성동,[30128] 세종특별자치시 나성북로 9 103호,36.48964906,127.2578483
9225,임뷰티,미용/뷰티/위생,,반곡동,[30146] 세종특별자치시 한누리대로 1820 204호,36.49813309,127.3127085
9226,임선화피아노음악학원,학원/교육,,조치원읍,[30034] 세종특별자치시 조치원읍 신흥고샅길 3 3층,36.59508172,127.2934553
9227,임순임퓨어브리스,의류/잡화/안경,,장군면,[00000] 세종특별자치시 장군면 장척로 486-42 (봉안리),,
9228,임쌤임팩트영어,학원/교육,,도담동,[30098] 세종특별자치시 보듬2로 42 1407동1701호,36.51012113,127.2660151
9229,임재욱한의원,병원/약국,044-862-3333,조치원읍,[30034] 세종특별자치시 조치원읍 충현로 47 임재욱한의원,36.59334226,127.2980198
9230,임지연 언어심리 ABA,미용/뷰티/위생,044-864-1275,고운동,"[00000] 세종특별자치시 고운서길 19, 세종스마트큐브I (고운동)",,
9231,캘러웨이스크린골프나성동스타타워점,스포츠/헬스,,,"[00000] 세종특별자치시 나성로  125-16, 9층 (나성동)",,
9232,임팩트노래연습장,도서/문화/공연,044-867-7179,보람동,[30150] 세종특별자치시 호려울로 51 401,36.47795332,127.2893511
9233,임효진 안경공방,의류/잡화/안경,044-867-3367,조치원읍,[30031] 세종특별자치시 조치원읍 이화로 22,36.59318193,127.2876834
9234,잇또라멘 새롬점,일반음식점,044-865-6797,새롬동,[30126] 세종특별자치시 새롬중앙1로 13 상가2동 101호,36.48371435,127.2498805
9235,잇또라멘 세종어진점,일반음식점,044-867-8418,어진동,[30121] 세종특별자치시 갈매로 351 2층 2126호,36.49496607,127.2621842
9236,잇츠 디저트,카페/베이커리,044-863-2855,나성동,[30128] 세종특별자치시 국세청로 45 1층 B113호 잇츠,36.48984021,127.262523
9237,잇츠(it's),카페/베이커리,044-417-6452,소담동,[30147] 세종특별자치시 국책연구원1로 15 상가C동 1층 104호,36.49104701,127.2998573
9238,잇츠베이글 세종소담점,일반음식점,,소담동,[30151] 세종특별자치시 소담3로 8 생활근린시설 4동 17호 잇츠베이글,36.48594093,127.300517
9239,잇츠영어학원,학원/교육,,고운동,[30062] 세종특별자치시 마음로 272-4 503호 잇츠영어학원,36.51958087,127.2353439
9240,잉글리쉬베이,학원/교육,,보람동,[30150] 세종특별자치시 보람동로 14 805동 702호,36.47898113,127.295513
9241,잉글리쉬와이영어학원,학원/교육,,보람동,"[30150] 세종특별자치시 남세종로 466 801호(보람동, 아평빌딩)",36.47672188,127.2883803
9242,잉글리쉬캐빈,학원/교육,,해밀동,[30092] 세종특별자치시 해밀3로 32 107동 205호,36.5271992,127.2645476
9243,잉글리쉬코드 영어교습소,학원/교육,,새롬동,[30126] 세종특별자치시 새롬중앙로 51 306호,36.48552061,127.2504882
9244,잉글리시 에그 남세종지사,도서/문화/공연,044-866-0542,대평동,[30152] 세종특별자치시 대평로 71 502호,36.47327534,127.2772195
9245,잉글리시매지션,학원/교육,,새롬동,[30127] 세종특별자치시 새롬중앙로 90 1011동 1303호,36.4902349,127.2506326
9246,잉글리시매지션,학원/교육,,새롬동,[30127] 세종특별자치시 새롬중앙로 90 1011동 1303호,36.4902349,127.2506326
9247,잉글리시아이여어교습소,학원/교육,,고운동,[30063] 세종특별자치시 마음안로 13 상가동 106호,36.505061,127.2393825
